osisRef,verseText,source,book,bookOrder,chapter,verse,chrono_txt,chrono_num,verseCount,text,handcoded.sentiment,deberta,deberta.hybrid
1Tim.5.17,"Let the elders that rule well be counted worthy of double honour, especially they who labour in the word and doctrine.",StrongElders,1 Timothy,54,1,17,Roman Empire,4,113,"Let the elders that rule well be counted worthy of double honour, especially they who labour in the word and doctrine.",positive,NA,positive
1Tim.5.19,"Against an elder receive not an accusation, but before two or three witnesses.",Mounce,1 Timothy,54,1,19,Roman Empire,4,113,"Against an elder receive not an accusation, but before two or three witnesses.",neutral,NA,neutral
1Tim.5.20,"Them that sin rebuke before all, that others also may fear.",Mounce,1 Timothy,54,1,20,Roman Empire,4,113,NA,NA,negative,negative
Titus.1.5,"For this cause left I thee in Crete, that thou shouldest set in order the things that are wanting, and ordain elders in every city, as I had appointed thee:",StrongElders,Titus,56,1,5,Roman Empire,4,46,"For this cause left I thee in Crete, that thou shouldest set in order the things that are wanting, and ordain elders in every city, as I had appointed thee:",neutral,NA,neutral
Titus.1.6,"If any be blameless, the husband of one wife, having faithful children not accused of riot or unruly.",Mounce,Titus,56,1,6,Roman Empire,4,46,NA,NA,positive,positive
Titus.1.7,"For a bishop must be blameless, as the steward of God; not selfwilled, not soon angry, not given to wine, no striker, not given to filthy lucre;",Mounce,Titus,56,1,7,Roman Empire,4,46,NA,NA,negative,negative
Titus.1.8,"But a lover of hospitality, a lover of good men, sober, just, holy, temperate;",Mounce,Titus,56,1,8,Roman Empire,4,46,NA,NA,positive,positive
Titus.1.9,"Holding fast the faithful word as he hath been taught, that he may be able by sound doctrine both to exhort and to convince the gainsayers.",Mounce,Titus,56,1,9,Roman Empire,4,46,"Holding fast the faithful word as he hath been taught, that he may be able by sound doctrine both to exhort and to convince the gainsayers.",positive,NA,positive
Titus.2.2,"That the aged men be sober, grave, temperate, sound in faith, in charity, in patience.",hays,Titus,56,2,2,Roman Empire,4,46,"That the aged men be sober, grave, temperate, sound in faith, in charity, in patience.",positive,NA,positive
Titus.2.3,"The aged women likewise, that they be in behaviour as becometh holiness, not false accusers, not given to much wine, teachers of good things;",hays,Titus,56,2,3,Roman Empire,4,46,NA,NA,negative,negative
Titus.2.4,"That they may teach the young women to be sober, to love their husbands, to love their children,",hays,Titus,56,2,4,Roman Empire,4,46,NA,NA,positive,positive
Titus.2.5,"To be discreet, chaste, keepers at home, good, obedient to their own husbands, that the word of God be not blasphemed.",hays,Titus,56,2,5,Roman Empire,4,46,NA,NA,positive,positive
Phlm.1.9,"Yet for love’s sake I rather beseech thee, being such an one as Paul the aged, and now also a prisoner of Jesus Christ.",hays,Philemon,57,1,9,Roman Empire,4,25,NA,NA,positive,positive
Heb.11.2,For by it the elders obtained a good report.,StrongElders,Hebrews,58,11,2,Roman Empire,4,303,For by it the elders obtained a good report.,positive,NA,positive
Heb.11.11,"Through faith also Sara herself received strength to conceive seed, and was delivered of a child when she was past age, because she judged him faithful who had promised.",hays,Hebrews,58,11,11,Roman Empire,4,303,NA,NA,positive,positive
Jas.1.27,"Pure religion and undefiled before God and the Father is this, To visit the fatherless and widows in their affliction, and to keep himself unspotted from the world.",anchor,James,59,1,27,Roman Empire,4,108,"Pure religion and undefiled before God and the Father is this, To visit the fatherless and widows in their affliction, and to keep himself unspotted from the world.",positive,NA,positive
Jas.5.14,"Is any sick among you? let him call for the elders of the church; and let them pray over him, anointing him with oil in the name of the Lord:",StrongElders,James,59,5,14,Roman Empire,4,108,"Is any sick among you? let him call for the elders of the church; and let them pray over him, anointing him with oil in the name of the Lord:",positive,NA,positive
1Pet.5.1,"The elders which are among you I exhort, who am also an elder, and a witness of the sufferings of Christ, and also a partaker of the glory that shall be revealed:",StrongElders,1 Peter,60,1,1,Roman Empire,4,105,NA,NA,positive,positive
1Pet.5.5,"Likewise, ye younger, submit yourselves unto the elder. Yea, all of you be subject one to another, and be clothed with humility: for God resisteth the proud, and giveth grace to the humble.",Mounce,1 Peter,60,1,5,Roman Empire,4,105,"Likewise, ye younger, submit yourselves unto the elder. Yea, all of you be subject one to another, and be clothed with humility: for God resisteth the proud, and giveth grace to the humble.",neutral,NA,neutral
1Pet.3.10,"For he that will love life, and see good days, let him refrain his tongue from evil, and his lips that they speak no guile:",NaveLong,1 Peter,60,1,10,Roman Empire,4,105,NA,NA,positive,positive
Rev.4.4,"And round about the throne were four and twenty seats: and upon the seats I saw four and twenty elders sitting, clothed in white raiment; and they had on their heads crowns of gold.",StrongElders,Revelation,66,4,4,Roman Empire,4,404,"And round about the throne were four and twenty seats: and upon the seats I saw four and twenty elders sitting, clothed in white raiment; and they had on their heads crowns of gold.",positive,NA,positive
Rev.4.10,"The four and twenty elders fall down before him that sat on the throne, and worship him that liveth for ever and ever, and cast their crowns before the throne, saying,",StrongElders,Revelation,66,4,10,Roman Empire,4,404,"The four and twenty elders fall down before him that sat on the throne, and worship him that liveth for ever and ever, and cast their crowns before the throne, saying,",positive,NA,positive
Rev.5.5,"And one of the elders saith unto me, Weep not: behold, the Lion of the tribe of Juda, the Root of David, hath prevailed to open the book, and to loose the seven seals thereof.",StrongElders,Revelation,66,5,5,Roman Empire,4,404,NA,NA,negative,negative
Rev.5.6,"And I beheld, and, lo, in the midst of the throne and of the four beasts, and in the midst of the elders, stood a Lamb as it had been slain, having seven horns and seven eyes, which are the seven Spirits of God sent forth into all the earth.",StrongElders,Revelation,66,5,6,Roman Empire,4,404,NA,NA,positive,positive
Rev.5.8,"And when he had taken the book, the four beasts and four and twenty elders fell down before the Lamb, having every one of them harps, and golden vials full of odours, which are the prayers of saints.",StrongElders,Revelation,66,5,8,Roman Empire,4,404,"And when he had taken the book, the four beasts and four and twenty elders fell down before the Lamb, having every one of them harps, and golden vials full of odours, which are the prayers of saints.",positive,NA,positive
Rev.5.11,"And I beheld, and I heard the voice of many angels round about the throne and the beasts and the elders: and the number of them was ten thousand times ten thousand, and thousands of thousands;",StrongElders,Revelation,66,5,11,Roman Empire,4,404,"And I beheld, and I heard the voice of many angels round about the throne and the beasts and the elders: and the number of them was ten thousand times ten thousand, and thousands of thousands;",positive,NA,positive
Rev.5.14,"And the four beasts said, Amen. And the four and twenty elders fell down and worshipped him that liveth for ever and ever.",StrongElders,Revelation,66,5,14,Roman Empire,4,404,"And the four beasts said, Amen. And the four and twenty elders fell down and worshipped him that liveth for ever and ever.",positive,NA,positive
Rev.7.11,"And all the angels stood round about the throne, and about the elders and the four beasts, and fell before the throne on their faces, and worshipped God,",StrongElders,Revelation,66,7,11,Roman Empire,4,404,NA,NA,positive,positive
Rev.7.13,"And one of the elders answered, saying unto me, What are these which are arrayed in white robes? and whence came they?",StrongElders,Revelation,66,7,13,Roman Empire,4,404,"And one of the elders answered, saying unto me, What are these which are arrayed in white robes? and whence came they?",neutral,NA,neutral
Rev.11.16,"And the four and twenty elders, which sat before God on their seats, fell upon their faces, and worshipped God,",StrongElders,Revelation,66,11,16,Roman Empire,4,404,"And the four and twenty elders, which sat before God on their seats, fell upon their faces, and worshipped God,",positive,NA,positive
Rev.12.9,"And the great dragon was cast out, that old serpent, called the Devil, and Satan, which deceiveth the whole world: he was cast out into the earth, and his angels were cast out with him.",StrongOld,Revelation,66,12,9,Roman Empire,4,404,"And the great dragon was cast out, that old serpent, called the Devil, and Satan, which deceiveth the whole world: he was cast out into the earth, and his angels were cast out with him.",negative,NA,negative
Rev.14.3,"And they sung as it were a new song before the throne, and before the four beasts, and the elders: and no man could learn that song but the hundred and forty and four thousand, which were redeemed from the earth.",StrongElders,Revelation,66,14,3,Roman Empire,4,404,"And they sung as it were a new song before the throne, and before the four beasts, and the elders: and no man could learn that song but the hundred and forty and four thousand, which were redeemed from the earth.",positive,NA,positive
Rev.19.4,"And the four and twenty elders and the four beasts fell down and worshipped God that sat on the throne, saying, Amen; Alleluia.",StrongElders,Revelation,66,19,4,Roman Empire,4,404,"And the four and twenty elders and the four beasts fell down and worshipped God that sat on the throne, saying, Amen; Alleluia.",positive,NA,positive
Rev.20.2,"And he laid hold on the dragon, that old serpent, which is the Devil, and Satan, and bound him a thousand years,",StrongOld,Revelation,66,20,2,Roman Empire,4,404,NA,NA,negative,negative
