osisRef,chrono_num,bookOrder,chapter.true,verse.true,verseText,handcoded.sentiment,deberta,deberta.hybrid
Exod.38.26,2,2,38,26,"A bekah for every man, that is, half a shekel, after the shekel of the sanctuary, for every one that went to be numbered, from twenty years old and upward, for six hundred thousand and three thousand and five hundred and fifty men.",NA,positive,positive
Exod.38.27,2,2,38,27,"And of the hundred talents of silver were cast the sockets of the sanctuary, and the sockets of the vail; an hundred sockets of the hundred talents, a talent for a socket.",NA,negative,negative
Lev.4.14,2,3,4,14,"When the sin, which they have sinned against it, is known, then the congregation shall offer a young bullock for the sin, and bring him before the tabernacle of the congregation.",NA,negative,negative
Lev.4.15,2,3,4,15,And the elders of the congregation shall lay their hands upon the head of the bullock before the LORD: and the bullock shall be killed before the LORD.,neutral,NA,neutral
Lev.4.16,2,3,4,16,And the priest that is anointed shall bring of the bullock’s blood to the tabernacle of the congregation:,NA,positive,positive
Lev.9.1,2,3,9,1,"And it came to pass on the eighth day, that Moses called Aaron and his sons, and the elders of Israel;",NA,neutral,neutral
Lev.9.2,2,3,9,2,"And he said unto Aaron, Take thee a young calf for a sin offering, and a ram for a burnt offering, without blemish, and offer them before the LORD.",NA,neutral,neutral
Lev.19.31,2,3,19,31,"Regard not them that have familiar spirits, neither seek after wizards, to be defiled by them: I am the LORD your God.",NA,negative,negative
Lev.19.32,2,3,19,32,"Thou shalt rise up before the hoary head, and honour the face of the old man, and fear thy God: I am the LORD.",NA,positive,positive
Lev.19.33,2,3,19,33,"And if a stranger sojourn with thee in your land, ye shall not vex him.",NA,negative,negative
Lev.27.2,2,3,27,2,"Speak unto the children of Israel, and say unto them, When a man shall make a singular vow, the persons shall be for the LORD by thy estimation.",NA,positive,positive
Lev.27.3,2,3,27,3,"And thy estimation shall be of the male from twenty years old even unto sixty years old, even thy estimation shall be fifty shekels of silver, after the shekel of the sanctuary.",neutral,NA,neutral
Lev.27.4,2,3,27,4,"And if it be a female, then thy estimation shall be thirty shekels.",NA,neutral,neutral
Lev.27.6,2,3,27,6,"And if it be from a month old even unto five years old, then thy estimation shall be of the male five shekels of silver, and for the female thy estimation shall be three shekels of silver.",NA,neutral,neutral
Lev.27.7,2,3,27,7,"And if it be from sixty years old and above; if it be a male, then thy estimation shall be fifteen shekels, and for the female ten shekels.",NA,neutral,neutral
Lev.27.8,2,3,27,8,"But if he be poorer than thy estimation, then he shall present himself before the priest, and the priest shall value him; according to his ability that vowed shall the priest value him.",NA,positive,positive
Num.4.2,2,4,4,2,"Take the sum of the sons of Kohath from among the sons of Levi, after their families, by the house of their fathers,",NA,neutral,neutral
Num.4.3,2,4,4,3,"From thirty years old and upward even until fifty years old, all that enter into the host, to do the work in the tabernacle of the congregation.",NA,neutral,neutral
Num.4.4,2,4,4,4,"This shall be the service of the sons of Kohath in the tabernacle of the congregation, about the most holy things:",NA,neutral,neutral
Num.4.22,2,4,4,22,"Take also the sum of the sons of Gershon, throughout the houses of their fathers, by their families;",NA,neutral,neutral
Num.4.23,2,4,4,23,"From thirty years old and upward until fifty years old shalt thou number them; all that enter in to perform the service, to do the work in the tabernacle of the congregation.",NA,neutral,neutral
Num.4.24,2,4,4,24,"This is the service of the families of the Gershonites, to serve, and for burdens:",NA,positive,positive
Num.4.29,2,4,4,29,"As for the sons of Merari, thou shalt number them after their families, by the house of their fathers;",NA,neutral,neutral
Num.4.30,2,4,4,30,"From thirty years old and upward even unto fifty years old shalt thou number them, every one that entereth into the service, to do the work of the tabernacle of the congregation.",NA,neutral,neutral
Num.4.31,2,4,4,31,"And this is the charge of their burden, according to all their service in the tabernacle of the congregation; the boards of the tabernacle, and the bars thereof, and the pillars thereof, and sockets thereof,",NA,negative,negative
Num.4.34,2,4,4,34,"And Moses and Aaron and the chief of the congregation numbered the sons of the Kohathites after their families, and after the house of their fathers,",NA,neutral,neutral
Num.4.35,2,4,4,35,"From thirty years old and upward even unto fifty years old, every one that entereth into the service, for the work in the tabernacle of the congregation:",neutral,NA,neutral
Num.4.36,2,4,4,36,And those that were numbered of them by their families were two thousand seven hundred and fifty.,NA,positive,positive
Num.4.38,2,4,4,38,"And those that were numbered of the sons of Gershon, throughout their families, and by the house of their fathers,",NA,neutral,neutral
Num.4.39,2,4,4,39,"From thirty years old and upward even unto fifty years old, every one that entereth into the service, for the work in the tabernacle of the congregation,",neutral,NA,neutral
Num.4.40,2,4,4,40,"Even those that were numbered of them, throughout their families, by the house of their fathers, were two thousand and six hundred and thirty.",NA,positive,positive
Num.4.42,2,4,4,42,"And those that were numbered of the families of the sons of Merari, throughout their families, by the house of their fathers,",NA,neutral,neutral
Num.4.43,2,4,4,43,"From thirty years old and upward even unto fifty years old, every one that entereth into the service, for the work in the tabernacle of the congregation,",neutral,NA,neutral
Num.4.44,2,4,4,44,"Even those that were numbered of them after their families, were three thousand and two hundred.",NA,positive,positive
Num.4.46,2,4,4,46,"All those that were numbered of the Levites, whom Moses and Aaron and the chief of Israel numbered, after their families, and after the house of their fathers,",NA,neutral,neutral
Num.4.47,2,4,4,47,"From thirty years old and upward even unto fifty years old, every one that came to do the service of the ministry, and the service of the burden in the tabernacle of the congregation,",neutral,NA,neutral
Num.4.48,2,4,4,48,"Even those that were numbered of them, were eight thousand and five hundred and fourscore.",NA,positive,positive
Num.8.24,2,4,8,24,This is it that belongeth unto the Levites: from twenty and five years old and upward they shall go in to wait upon the service of the tabernacle of the congregation:,NA,neutral,neutral
Num.8.25,2,4,8,25,"And from the age of fifty years they shall cease waiting upon the service thereof, and shall serve no more:",NA,negative,negative
Num.8.26,2,4,8,26,"But shall minister with their brethren in the tabernacle of the congregation, to keep the charge, and shall do no service. Thus shalt thou do unto the Levites touching their charge.",NA,negative,negative
Num.11.15,2,4,11,15,"And if thou deal thus with me, kill me, I pray thee, out of hand, if I have found favour in thy sight; and let me not see my wretchedness.",NA,negative,negative
Num.11.16,2,4,11,16,"And the LORD said unto Moses, Gather unto me seventy men of the elders of Israel, whom thou knowest to be the elders of the people, and officers over them; and bring them unto the tabernacle of the congregation, that they may stand there with thee.",neutral,NA,neutral
Num.11.17,2,4,11,17,"And I will come down and talk with thee there: and I will take of the spirit which is upon thee, and will put it upon them; and they shall bear the burden of the people with thee, that thou bear it not thyself alone.",NA,positive,positive
Num.11.18,2,4,11,18,"And say thou unto the people, Sanctify yourselves against to morrow, and ye shall eat flesh: for ye have wept in the ears of the LORD, saying, Who shall give us flesh to eat? for it was well with us in Egypt: therefore the LORD will give you flesh, and ye shall eat.",NA,negative,negative
Num.11.23,2,4,11,23,"And the LORD said unto Moses, Is the LORD’S hand waxed short? thou shalt see now whether my word shall come to pass unto thee or not.",NA,negative,negative
Num.11.24,2,4,11,24,"And Moses went out, and told the people the words of the LORD, and gathered the seventy men of the elders of the people, and set them round about the tabernacle.",NA,neutral,neutral
Num.11.25,2,4,11,25,"And the LORD came down in a cloud, and spake unto him, and took of the spirit that was upon him, and gave it unto the seventy elders: and it came to pass, that, when the spirit rested upon them, they prophesied, and did not cease.",NA,positive,positive
Num.11.26,2,4,11,26,"But there remained two of the men in the camp, the name of the one was Eldad, and the name of the other Medad: and the spirit rested upon them; and they were of them that were written, but went not out unto the tabernacle: and they prophesied in the camp.",NA,negative,negative
Num.11.29,2,4,11,29,"And Moses said unto him, Enviest thou for my sake? would God that all the LORD’S people were prophets, and that the LORD would put his spirit upon them!",NA,positive,positive
Num.11.30,2,4,11,30,"And Moses gat him into the camp, he and the elders of Israel.",neutral,NA,neutral
Num.11.31,2,4,11,31,"And there went forth a wind from the LORD, and brought quails from the sea, and let them fall by the camp, as it were a day’s journey on this side, and as it were a day’s journey on the other side, round about the camp, and as it were two cubits high upon the face of the earth.",NA,negative,negative
Num.16.24,2,4,16,24,"Speak unto the congregation, saying, Get you up from about the tabernacle of Korah, Dathan, and Abiram.",NA,neutral,neutral
Num.16.25,2,4,16,25,And Moses rose up and went unto Dathan and Abiram; and the elders of Israel followed him.,neutral,NA,neutral
Num.16.26,2,4,16,26,"And he spake unto the congregation, saying, Depart, I pray you, from the tents of these wicked men, and touch nothing of theirs, lest ye be consumed in all their sins.",NA,negative,negative
Num.22.3,2,4,22,3,"And Moab was sore afraid of the people, because they were many: and Moab was distressed because of the children of Israel.",NA,negative,negative
Num.22.4,2,4,22,4,"And Moab said unto the elders of Midian, Now shall this company lick up all that are round about us, as the ox licketh up the grass of the field. And Balak the son of Zippor was king of the Moabites at that time.",NA,neutral,neutral
Num.22.5,2,4,22,5,"He sent messengers therefore unto Balaam the son of Beor to Pethor, which is by the river of the land of the children of his people, to call him, saying, Behold, there is a people come out from Egypt: behold, they cover the face of the earth, and they abide over against me:",NA,neutral,neutral
Num.22.6,2,4,22,6,"Come now therefore, I pray thee, curse me this people; for they are too mighty for me: peradventure I shall prevail, that we may smite them, and that I may drive them out of the land: for I wot that he whom thou blessest is blessed, and he whom thou cursest is cursed.",NA,negative,negative
Num.22.7,2,4,22,7,"And the elders of Moab and the elders of Midian departed with the rewards of divination in their hand; and they came unto Balaam, and spake unto him the words of Balak.",NA,neutral,neutral
Num.22.8,2,4,22,8,"And he said unto them, Lodge here this night, and I will bring you word again, as the LORD shall speak unto me: and the princes of Moab abode with Balaam.",NA,neutral,neutral
Num.33.38,2,4,33,38,"And Aaron the priest went up into mount Hor at the commandment of the LORD, and died there, in the fortieth year after the children of Israel were come out of the land of Egypt, in the first day of the fifth month.",NA,neutral,neutral
